,hotel_name,published_date,rating,review,review_language,title,trip_date
438,Center Parcs Le Bois aux Daims,22 septembre 2018,4,"payer plus cher pour un deche cheveux, la tv dans la chambre et un tassimo, je trouve ca dommage. pas d \u00e9chantillon de gel douche, ne de serviettes, par contre les lits sont faits. la vaisselle rangee etiat sale! et partir en vacs pour faire la vaisselle des autres cest moyen !!au niveau restauration le quick est tres cher et troo de produit ezntait en ruotyre de stock (machine a glace hs + soda)par contre le cadre reste magnifique et l aquamundo un lieu magique ",fr,decu du premium, septembre 2018
439,Center Parcs Le Bois aux Daims,19 septembre 2018,4,"S\u00e9jour sympathique, dommage que le cottage n etait pas tr\u00e8s propre tout comme les ext\u00e9rieurs. Beaucoup d activit\u00e9s! Mais un peu cher.  Weekend sympa mais honereux. Pr\u00e9sence des daims, super! La ferme du Poitou \u00e0 peu d\'animaux",fr,Sympa, septembre 2018
440,Center Parcs Le Bois aux Daims,19 septembre 2018,5,"Nous avons pass\u00e9 un tr\u00e8s bon weekend en famille. L\'attente dans l\'aqua mundo \u00e9tait raisonnable par rapport \u00e0 la premi\u00e8re fois o\u00f9 nous sommes venus. La rivi\u00e8re sauvage est top, les enfants ont ador\u00e9, les adultes aussi! Le parc porte bien son nom, les daims nous tiennent compagnie. Le cottage est grand, joli. En revanche, niveau m\u00e9nage, ce n\'\u00e9tait pas nickel \u00e0 notre arriv\u00e9e. Mais ce qui nous a le plus g\u00ean\u00e9 c\'\u00e9taient les chasses d\'eau qui ne fonctionnaient pas. Il fallait attendre une bonne demi-heure avant qu\'elles ne se remplissent. Compliqu\u00e9 pour un cottage de 8 personnes.. ",fr,Excellent weekend en famille, septembre 2018
441,Center Parcs Le Bois aux Daims,20 septembre 2018,4,"Un s\u00e9jour en famille au milieu des daims dans un cadre magnifique.Les v\u00e9los me semblent indispensables pour se d\u00e9placer dans le parc, (aquamundo, aller chercher du pain,  pour aller aux activit\u00e9s, ...) Les cottages sont tr\u00e8s confortables. Nous y retournerons tr\u00e8s certainement.",fr,Naturellement bien !!!, septembre 2018
442,Center Parcs Le Bois aux Daims,20 septembre 2018,5,"Magnifique parc naturel et relaxant o\u00f9 les tout petits sont les bienvenus. Bel environnement, daims qui se prom\u00e8nent dans le parc. Paradis subtropical magnifique.Un gros b\u00e9mol : le prix... beaucoup trop cher en saison!",fr,Un parc o\u00f9 la nature est reine!, septembre 2018
443,Center Parcs Le Bois aux Daims,20 septembre 2018,4,"nous avons ador\u00e9 notre s\u00e9jour de 4 jours et les activit\u00e9s qui sont propos\u00e9es. surtout l\'activit\u00e9 &quot;quand je serai grand je serai fermier&quot; qui a beaucoup plus \u00e0 mon fils de 3 ans et demi. le cottage, l\'environnement, les animaux, les piscines, le restaurant \u00e0 volont\u00e9, c\'\u00e9tait chouette. Nous pensons revenir l\'ann\u00e9e prochaine le temps de remettre de l\'argent de c\u00f4t\u00e9 car il faut pr\u00e9voir sur place un budget pour les activit\u00e9s (environ 30\u20ac par enfant + 40\u20ac si un restaurant pour 1 adulte+1enfant) et le budget cottage aussi bien sur.",fr,Bon s\u00e9jour en famille, septembre 2018
444,Center Parcs Le Bois aux Daims,18 septembre 2018,5,nous avons pass\u00e9 un week end calme et d\u00e9tendant avec plein de choix d\'activit\u00e9s;la pr\u00e9sence d\'animaux est agr\u00e9able et reposante.et qu\'il n\'y ait pas de voitures permet de profiter sans stress avec les enfants; Nous n\'avons qu\'une envie: d\'y retourner!,fr,SUPER WEEKEND, septembre 2018
445,Center Parcs Le Bois aux Daims,18 septembre 2018,5,"la structure est vraiment familiale ,tout le monde y trouve son activit\u00e9 et son plaisir week end avec enfants et petit fils tr\u00e8s tr\u00e8s r\u00e9ussi et tout le monde y retourne l\' ann\u00e9e prochaine .bien penser et tr\u00e8s nature ",fr,super deconnection  en famille, septembre 2018
446,Center Parcs Le Bois aux Daims,18 septembre 2018,5,Tout a \u00e9t\u00e9 super du d\u00e9but \u00e0 la fin que ce soit la chambre ou le fait de pouvoir voir les daims de pr\u00e8s !Seul regret : que les clients ne respectent pas plus 1/ les animaux en libert\u00e9 et les r\u00e8gles s\'y attachant et 2/ le mat\u00e9riel de cuisine ab\u00eem\u00e9 (je pense aux po\u00eales surtout qui ne finissent pas dans cet \u00e9tat d\u00e9plorable par hasard).,fr,Super, septembre 2018
447,Center Parcs Le Bois aux Daims,19 septembre 2018,5,"S\u00e9jour en famille pour un week end superbe!! On s\u2019est \u00e9clat\u00e9s, je pense m\u00eame que l\u2019on retournera mais une semaine pour bien se poser! La rivi\u00e8re sauvage est top, l\u2019aqua speed le soir c\u2019est g\u00e9nial, l\u2019aqua mundo \u00e9tait \u00e0 nous!! ",fr,Tr\u00e8s belle d\u00e9couverte!, septembre 2018
448,Center Parcs Le Bois aux Daims,19 septembre 2018,5,"Parc tr\u00e8s calme et tr\u00e8s bien entretenu . Cottage au top. Choix de Boutiques et restaurants .Tr\u00e8s bien s\u00e9curis\u00e9 . Dommage que toutes les activit\u00e9s sont payantes, car c\u2019est un budget. Demi pension tr\u00e8s bien. ",fr,Que du bonheur et bons moments \u00e0 passer en famille ou entre amis, septembre 2018
449,Center Parcs Le Bois aux Daims,16 septembre 2018,3,"S\u00e9jour du lundi au mercredi, d\u00e9but septembre.POINTS N\u00c9GATIFS:- Chambre pas fini de nettoy\u00e9e \u00e0 notre arriv\u00e9e, nous avons attendu 30 minutes que la femme de m\u00e9nage finisse de passer l\'aspirateur. - La r\u00e9ception au t\u00e9l\u00e9phone nous prend pour des jambons en nous disant: &quot;elle n\'a juste pas fini de d\u00e9barrasser ses affaires&quot;.- Aucun geste commercial pour compenser ce retard. Payer un tel prix et ne pas avoir un service de qualit\u00e9 correspondant \u00e0 ce standing est vraiment regrettable...- Prix excessifs des activit\u00e9s, factur\u00e9es \u00e0 l\'heure ou la demi heure.- \u00c9norm\u00e9ment d\'attente dans la voiture \u00e0 l\'entr\u00e9e du parc, m\u00eame si nous sommes d\u00e9j\u00e0 en possession des bracelets, indiquant que nous sommes d\u00e9j\u00e0 enregistr\u00e9s sur le parc.- Ameublement pour b\u00e9b\u00e9 encombrant, surtout quand il n\'y a pas de b\u00e9b\u00e9 enregistr\u00e9 dans la r\u00e9servation.- Vaisselle sale.- Quick en sous effectif, tout en rupture de stock, 25 minutes d\'attente.POINTS POSITIFS:- Cottage au calme, c\'est un endroit vraiment tr\u00e8s reposant.- La v\u00e9g\u00e9tation est en abondance, autant autour du cottage que dans le d\u00f4me.- Cottage bien agenc\u00e9 et tr\u00e8s agr\u00e9able.- Bravo aux \u00e9quipes des Espaces Verts et de D\u00e9coration, tout est vraiment tr\u00e8s beau, de bon gout et bien entretenu! Un bonheur pour les yeux!- Les daims en libert\u00e9 on l\'air heureux, et semblent en bonne sant\u00e9. Il y a aussi des oiseaux en abondance. Un bel endroit pour les amoureux des animaux!- Aqua Mundo en Illimit\u00e9! Toboggan au top, rivi\u00e8re sauvage au top, piscine a vague aussi, tout est au top! Endroit propre et tr\u00e8s v\u00e9g\u00e9talis\u00e9. Surveillance des maitres nageur rassurante.BILAN:Center Parc semble viser une client\u00e8le citadine ais\u00e9e.Toutes les activit\u00e9s &quot;nature&quot; sont \u00e0 un prix vraiment excessif(28\u20ac par adulte pour 30 minutes d\'accrobranche \u00e0 center parc, contre 20\u20ac par personne pour un grand parcours d\' 1h30 en Vend\u00e9e)Le standing du parc n\'est pas d\'aussi bonne qualit\u00e9 que ce que les publicit\u00e9s du parc laisse entendre, et c\'est vraiment dommage.S\u00e9jour tout de m\u00eame tr\u00e8s reposant, c\'est ce dont on avait besoin, nous nous sommes bien amus\u00e9s et avons pass\u00e9s un bon moment :)",fr,Avis Mitig\u00e9, septembre 2018
450,Center Parcs Le Bois aux Daims,16 septembre 2018,5,"toujours autant de plaisir dans les cottages VIP , ils sont vraiment bien con\u00e7u ...juste dommage pour le nettoyage . et merveilleux de pouvoir venir en vacance avec notre chien . la literie est vraiment confortable et le personnel acceuillant",fr,nature zen, septembre 2018
451,Center Parcs Le Bois aux Daims,16 septembre 2018,5,"Tr\u00e8s bien con\u00e7u,  le parc propose des activit\u00e9s pour toute la famille. Il y en a pour tout les \u00e2ges, les b\u00e9b\u00e9s,  les enfants, les parents et m\u00eame les grands parents .Le syst\u00e8me de badges est une v\u00e9ritable solution qui facilite le s\u00e9jour. Bravo pour l\'\u00e9quipe tr\u00e8s serviable.",fr,Un s\u00e9jour reposant et amusant, septembre 2018
452,Center Parcs Le Bois aux Daims,17 septembre 2018,5,impossible de joindre le parc au t\u00e9l\u00e9phone .M\u00e9nage approximatif notamment dans le s\u00e9jour et la cuisine .Sinon excellent s\u00e9jour en famille et cottage VIP remarquable . (confort et \u00e9quipement )c\'est tout de m\u00eame tr\u00e8s cher pour un W.E.,fr,super mais ...., août 2018
453,Center Parcs Le Bois aux Daims,18 septembre 2018,5,"Un tr\u00e8s bon week end....seul point faible: le manque de couverts dans le cottage et la vaisselle moyennement propre.....au mois de septembre, les chasseurs sont de sortie! c\'est d\u00e9sagr\u00e9able de se faire r\u00e9veiller par les coups de fusils ( en tr\u00e8s grand nombre) \u00e0 8 h le matin!d\'autant plus que c\'est en contradiction avec l\'esprit center parc......",fr,excellent s\u00e9jour, septembre 2018
454,Center Parcs Le Bois aux Daims,14 septembre 2018,4,"Bon s\u00e9jour malgr\u00e9 un cottage limite niveau propret\u00e9, beau parc, bel aqua mundo, un seul b\u00e9mol, les jacuzzis sont trop petits et il n\'y en a pas a l\'ext\u00e9rieur comme en Sologne, dommage.Bon moment de d\u00e9tente malgr\u00e9 tout. D\u00e9paysant",fr,S\u00e9jour d\u00e9but septembre, septembre 2018
455,Center Parcs Le Bois aux Daims,15 septembre 2018,1,"Cela fait notre 3\u00e8me s\u00e9jour en 3 ans et au fil des s\u00e9jours nous constatons une d\u00e9gradation globale du site. On dirait que le site n\u2019est pas entretenu et que les r\u00e9parations n\u00e9cessaires ne sont pas r\u00e9alis\u00e9es. Au prix des locations de cottage ceci est vraiment regrettable. D\u2019autre part , \u00e0 notre arriv\u00e9e nous avons constat\u00e9 que notre cottage \u00e9tait sale ou ab\u00eem\u00e9 \u00e0 plusieurs endroits (photos a l\u2019appui) et malgr\u00e9 notre rapport \u00e0 l\u2019accueil l\u2019h\u00f4tesse d\u2019accueil nous a clairement fait comprendre que ce n\u2019\u00e9tait pas son probl\u00e8me et qu\u2019elle s\u2019en moquait. Elle n\u2019a m\u00eame pas demand\u00e9 dans quelle cottage c\u2019\u00e9tait ... vraiment d\u00e9\u00e7us de la d\u00e9gradation car le prix lui ne change pas ... ",fr,D\u00e9\u00e7us. , septembre 2018
456,Center Parcs Le Bois aux Daims,16 septembre 2018,4,"Un center parc, sympathique. Beaucoup d\'activit\u00e9 proposer. 4 toboggan pour les adultes. Rivi\u00e8re sauvage tr\u00e8s correcte. Possibilit\u00e9 de voir des daims a cot\u00e9 de son cottage. Le parc est calme et propre. Il manque n\u00e9anmoins des cendriers pour les fumeur. ",fr,Bon s\u00e9jour, septembre 2018
457,Center Parcs Le Bois aux Daims,16 septembre 2018,4,Beaucoup d\'activit\u00e9s ludiques pour tout \u00e2ge propos\u00e9es. Quelques tarifs cependant excessifs. Heureusement l\'Aqua Mundo reste gratuit. Pr\u00e9voir un porte monnaie bien garni mais le s\u00e9jour est tr\u00e8s agr\u00e9able ,fr,D\u00e9tente garantie, septembre 2018
458,Center Parcs Le Bois aux Daims,16 septembre 2018,3,"Installations d\u00e9j\u00e0 vieillissante. Allant une \u00e0 deux fois par an au bois aux daims il m\'est facile d\'observer l\'\u00e9volution de la prestation.Douches parfois glac\u00e9es, cordes de main courante dans la piscine d\u00e9truites...entre autres.Par ailleurs toboggans qui blesses vraiment le dos.",fr,L\'entretien au fil des ans est en baisse...vraiment dommage., septembre 2018
459,Center Parcs Le Bois aux Daims,12 septembre 2018,3,"Cottage tr\u00e8s mal nettoyer wc/frigo, Trace de doigts sur les vitres et les portes, materiel dedjardin manquants. Piscine en d\u00e9gradation (sol et infrastructures ) de nombreuses structures sont d\u00e9faillantes. La for\u00eat n\'est pas entretenue beaucoup d\'arbres morts.Cela devient un village vacance pour les gents ayant de bon revenus car entre le cottage les activit\u00e9s les restaurants et commerces.... \u00c7a commence \u00e0 revenir tr\u00e8s cher.",fr,D\u00e9\u00e7u par mon dernier s\u00e9jour, septembre 2018
460,Center Parcs Le Bois aux Daims,12 septembre 2018,5,Logement au top 874 tr\u00e8s proche du d\u00f4mePr\u00e9voir des huiles essentiel pour le hammam du cottage sinon hammam sans odeur ou plut\u00f4t odeur renfermer  Reposant calme Chez center parc le repos fait du bien on adore,fr,Reposant logement 874, septembre 2018
461,Center Parcs Le Bois aux Daims,12 septembre 2018,5,"Tr\u00e8s beau parc, bien entretenu et vraiment relaxant.Le cotage \u00e9tait presque parfait.Nous y avons pass\u00e9 deux jours magnifiques de d\u00e9tente et d\'activit\u00e9s sous le soleil.Petit b\u00e9mol, l\'attente pour les toboggans, c\'est trop long et stressant car il faut surveiller sa place pour r\u00e9cup\u00e9rer les bou\u00e9es, tout le monde ne respectant pas l\'ordre de la queue...La restauration sur place est moyenne et les prix \u00e9lev\u00e9s, surtout pour la qualit\u00e9 propos\u00e9e.Il y a de nombreuses activit\u00e9s, des payantes mais aussi des gratuites, comme le parc de jeux Factory pour les enfants.Le personnel est agr\u00e9able et sympatique \u00e0 une ou deux exceptions pr\u00e8s.Nous y retournerons certainement pour faire tout ce que nous n\'avons pas pu essayer pendant notre week-end",fr,Super s\u00e9jour, septembre 2018
462,Center Parcs Le Bois aux Daims,13 septembre 2018,1,"Nous avions r\u00e9serv\u00e9 un cottage avec l\'option lits fait \u00e0 l\'arriv\u00e9e. Option bien \u00e9videmment payante. Au check in, nous avons la d\u00e9sagr\u00e9able mauvaise surprise que nous devons faire nos lits !!! Et de plus, le cottage \u00e9tait dans un \u00e9tat de salet\u00e9 notoire. Nous avions toutes les traces des passages des clients pr\u00e9c\u00e9dents : \u00e0 savoir poils dans la baignoire, dentifrice dans le lavabo et t\u00e2ches sur le sol. De faire notre lit, nous a permis aussi de nous rendre compte de l\'\u00e9tat de salet\u00e9 des matelas - t\u00e2ches de sang et matelas d\u00e9chir\u00e9. Bref, vous aviez un tr\u00e8s beau produit \u00e0 l\'origine, c\'\u00e9tait la 4\u00e8me fois que nous venions, mais visiblement par manque de personnel ou de professionnalisme, le cottage vieillit tr\u00e8s mal par un manque \u00e9vident d\'entretien.Je suis consciente que les clients laissent bien souvent le cottage dans un \u00e9tat lamentable mais au prix de la nuit\u00e9e, nous avons le droit d\'exiger le minimum c\'est \u00e0 dire un cottage propre. Suite \u00e0 cela, nous sommes curieux d\'obtenir de votre part une r\u00e9ponse car apr\u00e8s quelques jours de l\'envoi de ce m\u00e9contentement sur votre plateforme, nous n\'avons aucune r\u00e9ponse de votre part....",fr,Non conforme \u00e0 la r\u00e9servation et d\u00e9ception totale, septembre 2018
463,Center Parcs Le Bois aux Daims,13 septembre 2018,5,Super s\u00e9jour!Merci \u00e0 Alexandre pour le karaok\u00e9 du jeudi soir!Super!! Tr\u00e8s bonne ambiance! Mais il faudrait le faire durer au moins 30 min de plus!! Pas assez long pour que tout le monde puisse chanter etc...,fr,Karaok\u00e9 Center Parcs, septembre 2018
464,Center Parcs Le Bois aux Daims,11 septembre 2018,5,"Ce s\u00e9jour nous a enchant\u00e9s !Toute la famille a appr\u00e9ci\u00e9, grands-parents, enfants et petits enfants !Activit\u00e9s gratuites d\'excellente qualit\u00e9Cadre magnifique avec la visite des daims tout pr\u00e8s du cottage...",fr,un superbe week-end en famille, septembre 2018
465,Center Parcs Le Bois aux Daims,11 septembre 2018,1,D\u00e9\u00e7u de la s\u00e9curit\u00e9  autours  des piscinesMa fille de 4 ans est rest\u00e9e  coinc\u00e9e  dans la rivi\u00e8re sauvage et le personnel pr\u00e9sent ne l\'a pas secourue !!! Inadmissible !!! C est cens\u00e9  \u00eatre  un parc d\u00e9di\u00e9  aux famille  \ud83e\udd14\ud83d\ude24,fr,Aquatique moundo pas assez s\u00e9curis\u00e9, septembre 2018
466,Center Parcs Le Bois aux Daims,11 septembre 2018,5,"Superbe week-end en famille, d\u00e9coration magnifique, cadre apaisant en pleine nature, activit\u00e9s multiple sportives:  poney, p\u00e9dalo, tir \u00e0 l\'arc, jeu enfants... piscine et toboggans divers. Vu sur les daims au r\u00e9veil....",fr,Magnifique et apaisant, septembre 2018
467,Center Parcs Le Bois aux Daims,12 septembre 2018,5,Nous avons pass\u00e9 un tr\u00e8s bon moment au center parcs le bois aux daims. Cottage spacieux et tout y est pour 6 personnes. Les activit\u00e9s sont  nombreuses tout le monde y trouve son compte. La piscine sous le d\u00f4me est extraordinaire et on y passe vraiment un bon moment avec des enfants. Nous avions opt\u00e9 pour la demi pension et nous avons \u00e9t\u00e9 livr\u00e9s tous les matins avec un petit dejeuner copieux et le soir tous les kits pour se faire des plats conviviaux. Le personnel est tr\u00e8s sympathique et \u00e0 l\'\u00e9coute. Les enfants sont ravis de voir les daims si proches des cottages.,fr,Tres bon week end, septembre 2018
468,Center Parcs Le Bois aux Daims,12 septembre 2018,5,"Nous avons pris avec mon copain un acc\u00e8s \u00e0 la journ\u00e9e car nous ne sommes pas tr\u00e8s loin!45 euros l\'acc\u00e8s avec 2h de spa au deep nature que je vous conseille, nous sommes ressortis d\u00e9tendus..Le parc est toujours tr\u00e8s bien entretenu.Un peu d\u00e9\u00e7u par quelques petits points mineures... Difficile de trouver les tables de pique nique, le quick ferm\u00e9 le soir, les prix un peu excessifs sur tout le site mais on ne peut que consommer l\u00e0 bas !Je recommande avec le c\u0153ur animalier \u00e0 faire !! ",fr,Journ\u00e9e \u00e0 center parcs, septembre 2018
469,Center Parcs Le Bois aux Daims,10 septembre 2018,1,"Cottage pas propre , mais les activit\u00e9s  sont fait pour les non r\u00e9duits.  Ils sont trop long pour r\u00e9parer quelque chose comme le frigo qu\'il \u00e0 fallu attendre le lendemain pour \u00eatre r\u00e9parer.  Et qu\'il  manque c\'est une machine \u00e0  laver .",fr,Cottage pas propre, août 2018
470,Center Parcs Le Bois aux Daims,10 septembre 2018,2,"Tr\u00e8s beau parc, logements tr\u00e8s bien con\u00e7us,  nous avions r\u00e9serv\u00e9 un cotage premium cependant nous sommes d\u00e9\u00e7u par notre s\u00e9jour.Travaillant toute l\'ann\u00e9e et n\'ayant que tr\u00e8s peu de vacances nous avions choisi de passer un weekend \u00e0 center parcs sans contrainte.\u00c0 notre arriv\u00e9e ont nous annonces que les lits ne sont pas fait mais nos montres sont activ\u00e9es de 60\u20ac.Par contre nous avions r\u00e9serv\u00e9 depuis plusieurs mois et nous n\'avions plus en t\u00eate les 3 activit\u00e9s offertes li\u00e9es avec la r\u00e9servation. Normalement un livret d\'accueil est pr\u00e9sent dans le cottage pour nous le rappeler mais cela n\'a pas et \u00e9t\u00e9 le cas et nous nous en sommes rappel\u00e9 trop tard pour en profitez. Dommage !!!!D\'autre part nous sommes allez au restaurant de buffet, c\'est tr\u00e8s cher pour le choix propose\', de m\u00e9moire 23,50\u20ac par adulte.Enfin nous avions command\u00e9 des pizzas,\u00e0 peine une tranche de jambon sec pour 2 pizzas, c\'est plus que limite vu le prix des pizzas (cf photos jointes).Bilan des + mais aussi des moins qui gachent le s\u00e9jour et l\'image que nous nous faisions de cette enseigne.",fr,S\u00e9jours mitig\u00e9, août 2018
471,Center Parcs Le Bois aux Daims,10 septembre 2018,3,"Nous sommes partis entre amis pour 5 jours \u00e0 Center Parc Bois aux Daims.. Le s\u00e9jour s\u2019est dans l\u2019ensemble bien d\u00e9roul\u00e9. Les activit\u00e9s sont nombreuses m\u00eame s\u2019il faut pr\u00e9voir un budget cons\u00e9quent. Le spa \u00e9tait tr\u00e8s bien.L\u2019aqua Mundo \u00e9tait g\u00e9nial sur les premiers jours quand il n\u2019y avait pas trop de monde mais le week-end, c\u2019\u00e9tait juste insupportable, ce qui laisse un go\u00fbt amer. Le personnel est tr\u00e8s agr\u00e9able et attentif mais il faut  faire la queue (en moyenne 10-15 min) au point d\u2019information pour avoir un renseignement ou simplement r\u00e9cup\u00e9rer ou retourner du mat\u00e9riel.Notre cottage \u00e9tait au hameau G et nous avons pris des v\u00e9los pour la dur\u00e9e du s\u00e9jour, ce qui nous a grandement facilit\u00e9 la vie. C\u2019est tr\u00e8s agr\u00e9able que la circulation automobile soit interdite sur le parc sauf pour charger ou d\u00e9charger. C\u2019est dommage que cette r\u00e8gle ne soit pas respect\u00e9e par tous les vacanciers et que center parc ne fasse que mettre des mots sur les pare-brise.Nous avions un cottage comfort qui \u00e9tait bien agenc\u00e9 mais le m\u00e9nage et la propret\u00e9 laissaient \u00e0 d\u00e9sirer... table et sols collants, quelques r\u00e9sidus alimentaires sur la vaisselle, cafeti\u00e8re pleine de crasse, poussi\u00e8re sous les lits, oreillers et couettes jaunes...Il manquait quelques ustensiles de cuisine qui nous ont \u00e9t\u00e9 livr\u00e9s d\u00e8s que nous en avons fait la demande.Le cottage manquait d\u2019un vrai four traditionnel et d\u2019un lave linge.Il y a une superette mais je conseille quand m\u00eame de faire ses courses avant d\u2019arriver car les prix sont nettement sup\u00e9rieurs \u00e0 l\u2019int\u00e9rieur du parc.Le pain de la boulangerie est industriel, surgel\u00e9 et fade. C\u2019est vraiment dommage de ne pas avoir une vraie boulangerie.Et le clou du spectacle, une des personnes est repartie avec des piq\u00fbres de punaises de lit...",fr,Agr\u00e9able s\u00e9jour mais..., septembre 2018
472,Center Parcs Le Bois aux Daims,10 septembre 2018,5,"cottage eden superbe-le passage \u00e0 l\'aqua mundo est vraiment tr\u00e8s agr\u00e9able. un super week end pour se retrouver et se ressourcer. cette fois, nous \u00e9tions en famille, ce sera parfait aussi entre amis.les daims \u00e9taient au rendez-vous.",fr,s\u00e9jour au calme-, août 2018
473,Center Parcs Le Bois aux Daims,11 septembre 2018,2,"Nous avons s\u00e9journ\u00e9 \u00e0 CenterParcs le bous aux daims fin ao\u00fbt, le concept est tr\u00e8s sympa, grand parking ext\u00e9rieur, nous circulons \u00e0 v\u00e9los, les cottages dans la for\u00eat, l\u2019aquamundo super pour toute la famille, beaucoup d\u2019activit\u00e9s, mais la grosse d\u00e9ception c\u2019est le cottage VIP, \u00e0 notre arriv\u00e9e les sols n\u2019ont pas \u00e9t\u00e9 nettoy\u00e9s, des toiles d\u2019araign\u00e9es dans tous les angles, impression que le cottage n\u2019a pas \u00e9t\u00e9 habit\u00e9 de l\u2019\u00e9t\u00e9 alors que nous sommes fin ao\u00fbt. Il y a m\u00eame une grosse toile d\u2019araign\u00e9e devant la porte du hammam (apparemment inutilis\u00e9 ni nettoy\u00e9 depuis longtemps) et les odeurs de canalisations, il faut choisir entre dormir les fen\u00eatres ouvertes ou les odeurs..... j\u2019ai signal\u00e9 l\u2019\u00e9tat du cottage d\u00e8s le lendemain, intervention de la femme de m\u00e9nage le lendemain mais juste un coup sur les sols,les araign\u00e9es sont rest\u00e9es !!! J\u2019ai envoy\u00e9 un mail \u00e0 CenterParcs qui est rest\u00e9 sans r\u00e9ponse.... c\u2019est vraiment dommage car nous \u00e9tions venus l\u2019\u00e9t\u00e9 dernier et que c\u2019\u00e9tait tr\u00e8s bien .",fr,Cottage pas VIP , août 2018
474,Center Parcs Le Bois aux Daims,9 septembre 2018,5,"Si vous souhaitez vous d\u00e9connecter et passer un moment inoubliable en famille ou entre amis . Vous pouvez y aller les yeux ferm\u00e9s. Le calme, la propret\u00e9, la piscine exceptionnelle, les cottages tout est magnifique .",fr,TOP TOP TOP, août 2018
475,Center Parcs Le Bois aux Daims,9 septembre 2018,3,"Week end en famille, cottage 8 personnes tr\u00e8s agr\u00e9able et propre. Toutes les activit\u00e9s sont payantes et pas donnees (avec 2 enfants \u00e7a co\u00fbte vite chers!), concernant la pizzeria nous avons \u00e9t\u00e9 d\u00e9\u00e7u: personne pour nous accueillir, le personnel pas aimable et le repas n\u2019en parlons pas! Aquamundo vraiment chouette, les enfants se sont bien amus\u00e9s cependant nous avons eu un probl\u00e8me \u00e0 la rivi\u00e8re sauvage, certains adultes ne font vraiment pas attention, plusieurs personnes sont pass\u00e9s au dessus de mon fils et moi dans le cour d\u2019eau et il s\u2019est fait accroch\u00e9 par le coup! Bien \u00e9videment il a finit la descente en pleurant... Le plus d\u00e9cevant c\u2019est quand on en parle au Staff...la seule chose qu\u2019il nous dise \u00e9tant: c\u2019est comme \u00e7a se sont des choses qui arrivent ! Mais par contre les gens qui font n\u2019importe quoi sans se soucier des autres et surtout des enfants l\u00e0 on leur dit rien? Donc en fait la s\u00e9curit\u00e9 vous vous en foutez? Vous \u00eates plant\u00e9s devant vos cam\u00e9ras et puis? Notre s\u00e9jour s\u2019est termin\u00e9 ainsi...\ud83d\udc4d\ud83c\udffb",fr,Mitig\u00e9: parc agr\u00e9able  / personnel d\u00e9cevant, septembre 2018
476,Center Parcs Le Bois aux Daims,10 septembre 2018,4,"endroit tr\u00e8s sympathique, tr\u00e8s propre et porte bien son nom...beaucoup de daimsl\'Aqua mundo fait le bonheur des enfants...et des parents.Nous avions un bungalow VIP avec Sauna, tr\u00e8s propre, belle cuisine fonctionnelle.Nous y retournerons",fr,Le Bois aux Daims - parfait en famille, septembre 2018
477,Center Parcs Le Bois aux Daims,7 septembre 2018,4,"Le domaine est tr\u00e8s agr\u00e9able, un bel \u00e9crin de verdure et de d\u00e9tente. Cependant toutes les activit\u00e9s sont ch\u00e8res ainsi que les commerces et restaurants. La circulation est parfois difficile sur les all\u00e9es du domaine, lorsque v\u00e9los et voiturettes \u00e9lectriques se croisent.La signal\u00e9tique pour l\'accessibilit\u00e9 des personnes a mobilit\u00e9 r\u00e9duite est presque inexistante, heureusement que le personnel de l\'aqua Mundo est disponible et qualifi\u00e9. ",fr,Vacances en famille et \u00e0 roulettes PMR, août 2018
478,Center Parcs Le Bois aux Daims,8 septembre 2018,4,"ce parc nous a r\u00e9concili\u00e9 avec Center parcs apr\u00e8s une derni\u00e8re exp\u00e9rience calamiteuse  aux bois francs. Le calme est au rendez-vous, l\'aqua mondo est tr\u00e8s propre et les activit\u00e9s propos\u00e9es sont nombreuses. Reste un b\u00e9mol\u2026..le prix des activit\u00e9s qui reste tr\u00e8s \u00e9lev\u00e9s!!",fr,on y app\u00e9cie la nature!!!, août 2018
479,Center Parcs Le Bois aux Daims,6 septembre 2018,4,Un tr\u00e8s agr\u00e9able s\u00e9jour en famille. Nous reviendrons certainement et je conseille center parc aux personnes qui ont besoin de se ressourcer sans pour autant oublier les activit\u00e9s qui sont ici nombreuses et chacun peut trouver ce qui lui convient.,fr,Super s\u00e9jour, septembre 2018
