group_number,review,service,service_sentiment,activities,activities_sentiment,cost,cost_sentiment,family,family_sentiment,food,food_sentiment,infrastructure,infra_sentiment
groupe_4,"We stayed in the one bedroom apartment which was the perfect mix as it still had self catering facilities but also a lot of the facilities/feeling of staying in a hotel. It was just what we needed for a break with our 4 month old baby with activities that could keep her entertained but also we could relax and feel like we were having a holiday ourselves with activities we could do too with her with us. It is pricey for activities and eating out but you can do as much as you can afford / want to. We took food with us which made things cheaper. It is great we could drive there as it meant we could take everything we needed, which is a lot when you have a baby! A great first family holiday at our own pace!",0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
groupe_4,"I cannot find any fault with Center Parcs Sherwood Forest.  We had family holiday for the third time at the end of August.  Everywhere was spotless - no litter etc!, the lodge was very well equipped and serviced every day.  The food and drink outlets (admittedly a little on the expensive side) had good choices and produced quality food and ranges of drinks. All the staff are well trained in customer service and, without exception, very helpful and accommodating.  We had a superb time.",1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0
groupe_4,"We booked this break nearly a year ago for my 50th. The break was very nice as we had perfect weather. The only thing I would like to say is that the beds were very uncomfortable. Every time you moved the bedding made a lot of rusting noise. Also we were only provided with 1 toilet roll, 1 shampoo &amp; conditioner to be shared between 6/8 people.",1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
groupe_4,"We have been to all the CPs except the Lakes and we had a good time.  The kids love the bikes and swimming but the cost of the activities leaves a bit of a bitter taste.  You are surrounded by all these amazing looking things but when the cost of doing some of  them comes near to £100 for a hour for an adult and 2 children, it's a lot.  The staff we have encountered have all been very welcoming and friendly.  Our lodge was close to the high ropes activity and there was quite a lot of noise from the renovations to the swimming pool during the day.  The lodge itself was fine.",1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,-1.0
groupe_4,We were three families of 6 adults and four kids. As usual we had a great time. The choice of activities is good and we participated in a number of them. We were in two 3 bed executive houses and they were lovely. Very comfortable and well equipped. There are however a few negative points that cast a little shadow over the experience. The cost of the activities are expensive and not value for money though the staff running the activities are excellent. The catering was very disappointing. We ordered a sharing platter at the Forresters and couldn't believe the meagre portion size. In fact we took the plate back thinking that they had delivered the wrong order. The service at the Pancake House was awful. It was my granddaughters birthday and we allowed 2 hours between activities to allow for a meal and special sweet to follow. The service was so slow that the kids didn't have their dessert at the table. As it was included in the kids menu we went away with brownies in paper cups. The adults had to cancel their dessert orders. Cafe Rouge service was disappointing also. It wasn't busy but we still had to wait 35 minutes for breakfast.,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0
groupe_4,"We visited for a weekend at end of August with four other families: we we able to leave our car by our lodge which was much easier; stayed in a new style exec lodge 363 (booked 16 months in advance do not too pricey) location was perfect. Facilities at Sherwood are great, will be even better next summer when the pool is finished, play areas are fantastic, especially the one at Jardin Des Sport, kids enjoyed the Heroes Party, cake pops and the nightly disci. Great meal at Rajinder Pradesh and at Hucks (which has a play area). We all enjoyed it so much we have booked again, unfortunately not lodge 363 Birch as now too pricey. Do agree that it is expensive but you get £25 vouchers to spend with their come back soon offer and it really is great for families ",1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0
groupe_4,Our villa needed a good clean. The prices need a good looking at for children's holidays not worth what you have to pay. You pay a third the following week. It's such a shame it's so over priced. The children love center Parcs but you need a mortgage to go.,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
groupe_4,"We stayed at Centre Parcs Elveden for 7 nights in August 2018.  We had a 2 bedroom woodland lodge number 264.  The lodge was lovely, about a 5-10min walk from the main plaza area, situated right by a large pond and woodland.  The lodge itself was just what we needed, in good decorative order, nice, clean and with all the amenities you would expect.  After watching several blogs we knew to bring extra towels for the pool and swimming, we couldn't have BBQ's due to the hot weather but ate in the lodge at least half of the week.  We took part in the drop, quad safari, climbing, geocaching, ten pin bowling and badminton the rest of our time was spent exploring the park, swimming and playing pool.  We ate at the sports cafe, pancake house, Bella Italia, cafe rouge, Huck and Indian, we found the service the service poor at the Indian and Hucks however across all of them the food was of a good standard if not a little too pricey.  Our children enjoyed the lesuire bowl playing pool it also had a fantastic atmosphere, family friendly thatscouples could enjoy too however the ten pin bowling was less than desirable.  The parcmarket was expensive probably a M&amp;S, Waitrose level but well stocked, it had a fantastic bakery and all the essentials and more that you may need Overall I'd rate our stay here at a 7.5 out of 10 and we will be back for more fun",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0
groupe_4,"Kids love it, lots to do. Lovely setting. Expensive in August unfortunately. Updated accommodation includes bigger TV etc, but I would have preferred the money be spent on improving the beds/mattresses. Overall an enjoyable holiday with quality facilities and helpful staff.",1.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,-1.0
groupe_4,Sadly we had not booked the dog lodge which I was convinced I had.  Maybe Center parcs should put up a large warning when dogs are not allowed in certain accomadation before the booking is completed on the website.  Then I would have known before driving 3 hours to be turned away.  Maybe they could keep a couple of dog lodges free for emergency as now I read that its a common problem.  Not good enough Center parcs,1.0,-1.0,0.0,,0.0,,0.0,,0.0,,0.0,
groupe_4,We visited Sherwood during the last week of August. Despite it being peak season the park never felt overwhelmingly full of people. A truly relaxing location and break with so much available to do. The holiday is as expensive as you make it. Plan your activities and self cater. There thousands of bikes available ... we brought our own and saved £80+.,0.0,,1.0,1.0,1.0,0.0,0.0,,0.0,,0.0,
groupe_4,Very disappointed with the accommodation and cleanliness of the lodge to the point I had to buy bleach and disinfectant. It was our first time and considering we paid for a 'new woodland lodge' it was anything but. I wouldn't waste your money especially as its triple the price due to the school holidays. ,0.0,,0.0,,1.0,-1.0,0.0,,0.0,,1.0,-1.0
groupe_4,"Had an amazing weekend here with my husband and 2 daughters aged 7 and 8 months. It was our daughters 7th birthday on the day that we arrived. She was given lots of little birthday treats off the restaurants during the weekend which included drinks, milkshakes, cake and  even a breakfast free of charge! The staff are fab and all our meals that we had were great!  Thank you for helping make our daughters birthday special. This was our first time at Sherwood and we will definitely be returning. Prices of food, drinks and activities are what we expected. Best breakfast was at cafe rouge. Only £6! It was cooked to perfection! The staff are very friendly. Heather in the supermarket was lovely! Lodge 471 was lovely on arrival and cleaned well by Janice! Thanks CP we will be back. ",1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
groupe_4,"We had an excellent weekend, the staff were so polite and friendly, the room was adequate for what we needed. The location was so peaceful and my Grandchildren loved watching the munt jacks, the squirrels and rabbits.",1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0
groupe_4,We have been regular visitors to Centreparcs over the years and were really disappointed this time. Our lodge when we arrived was filthy with clumps of hair in bedroom. the floor hadnt been hoovered and sinks were blocked. we found old sunglasses a hairbrush and crisps under the bed. we reported to customer service on first night who told us they would send someone round within the hour. we returned later to find that nowone had been round. we reported again and was told that the first report hadnt even been entered. The Sports cafe was very dirty as were the swimming pool changing areas aswell and we had never found this before after visiting centreparcs for over 10 years. We rode our bikes down to swimming on the first day and locked them all as normal but when we returned my sons bike had been taken. i visited the cycle store and was told it haf been known that ppl bring bolt cutters to cut your padlocks. we are leaving today for the first time disappointed with our holiday experience and sadly will not be returning to a place where we have had many happy memories. ,1.0,-1.0,0.0,,0.0,,1.0,-1.0,0.0,,1.0,-1.0
groupe_4,"Booked our second visit of the year at short notice so was pleasently surprised at the price and space. We normally visit Centre Parcs Elvedon as a family/extended family.On arrival the car park was in slight disarray due to some large sections being coned off for tree/hedge trimming.  Not a problem for those with an ounce of common sense about the situation,Would definitely recommend that you book your chosen restaurant time/location prior to arrival as space was limited on our first evening at the Indian restaurant.  The food at the Indian was lovely however very expensive for the quantity of food received, would have to think twice about returning there.The pool changing rooms also seemed to be less clean as the day progressed but a minor issue really.During this visit there was also a lack of choice in the supermarket, half of the freezers weren't switched on and working, majority of the chilled food shelves were also empty.  I undeedrstand from speaking with a member of staff that they are limited to the quantitys they can order, found this surprising really.",1.0,0.0,0.0,,1.0,0.0,0.0,,1.0,1.0,1.0,0.0
groupe_4,"We stayed as a family of four (Children aged 4 and 6) in a New Executive Lodge for 4 nights.The quality of the amenities in the Villa were great with us cooking two meals (Breakfast and Dinner) each day.From dropping the car off and grabbing the bikes (as it was our first time) was a little stressful and busy, but as soon as all of the cars were removed the start to our amazing break had began.  Everything on the site is well laid out, planned and all areas are manned with extremely helpful, polite members of staff who ensure you have everything you need and your having a great time.We booked many activities for our children (Some of which they couldn't do due to restrictions on weight / height) but there was never a quibble over either moving the money to another activity, or returning the money in full.The costs can soon mount up with lots of activities (some of which i believe are a little pricy) but when you see the quality of the staffing / equipment its fair to say you get what you pay for.I had mixed feelings overall about this holiday due to the age of our children and the fact that we would normally class a holiday to only include, sun, sunbeds and a nice pool, but i have to say we were all completely converted and cannot wait to go back...!",1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,,1.0,1.0
groupe_4,"The 'lodge' was dirty - I had to clean out the bath before I could put my son in it.  All around the fridge on the floor was stale food crumbs.  Plates in the cupboard had greasy fingerprints on them.  The accommodation generally dated and shabby.  Most disappointing was when we went to the pool area and, looking forward to sitting with a starbucks we found it wasn't there anymore and my son's favourite ride (we call it the donut ride) was not in operation.  It's the only ride we go on together so we left early on the last day rather than spending the day in the pool as we'd originally planned.",0.0,,1.0,-1.0,0.0,,1.0,0.0,0.0,,1.0,-1.0
groupe_4,"Myself and my partner, 9 year old step daughter and 12 week baby arrived on the Monday for what we expected to be a lovely family week away and my daughter's first holiday. I have stayed at Woburn and Elveden many times before with my parents and extended family and have never had any problems.Upon arrival our lodge was clean but there was a faint smell of damp in the main bedroom where myself and my partner and daughter would sleep, we opened the windows and this seemed to get slightly better. We then decided to put up the travel cot provided to make sure my daughter's bed was ready however it was a cheap travel cot and the base was firm wood with the thinnest padding and there was no additional matress provided so we decided it would be best for her to sleep in her pram bassinet over night for the week. Over the next day or so the damp smell had got worse and worse which has resulted in my daughter sleeping in her pram in the living room and me sleeping on the sofa as I suffer from asthma - really not what I expected or have ever experienced from Center Parcs. We actually packed up to go home on the wednesday morning but my step daughter looked so disappointed that we decided we should stay for her.For the thursday I pre booked a cabana for the family as I thought this would be perfect with having a 12 week old - she could keep warm and sleep if needed, but no. It was freezing and half way through sitting in the cabana all we could smell were paint fumes, it was so strong. Luckily the person working on the pool today has offered us a refund because it was so bad but this shouldn't happen.u00a0I've been left so disappointed as I've had so many great breaks at centre parcs but can certainly say we won't be returning, especially with the way this matter has been delt with both at sherwood and head office. Three people came and checked the damp, two said they would usually spray the room (yes, really!) but wouldn't on this occasion because of my asthma and one said the moisture reading on the walls shouldn't be above 2.5 but ours was 4.6....but it was just left at that until the next morning the manager on site came to inspect and as expected tried to treat us like idiots saying the moisture reader from the night before had not been used correctly and the smell he could smell wasn't damp....although agreed the matress was damp!? When he realised we weren't thick and weren't going to be convinced by what he was saying he couldnt get away quick enough. Initially from head office I was offered discount off a future visit but there is no way I would step foot in any of these places again so I was given a partial refund (bit of an insult but better than nothing). I was asked why I didn't report it earlier in the week but had already been informed that they were fully booked and no other accommodation was available. For the money we have paid it's not what I would expect. Fortunately we have other holidays to look forward to this year but I feel sad for the people who don't and have also worked hard to pay the premium center parcs prices expecting a premium break away. Hopefully this review will help other people so that no one else has to experience the same problems when they have spent a significant amount of money. It's clear the person looking after this center parcs site has no children or compassion for the people staying in these damp, smelly, old lodges and it's clear they are in complete denial with the responses on here. Save your money and book a caravan somewhere as that's what it felt like we were in. Also please be aware the 'new' lodges are only a partial refurb of the old ones. ",1.0,1.0,0.0,,1.0,-1.0,1.0,-1.0,0.0,,1.0,-1.0
groupe_4,"Another year over with at Center Parcs Sherwood Forest, thoroughly enjoyed our long weekend stay with 2 kids in tow aged 10 and 3.  Best to hire bikes or take your own as I did, makes traveling between places and activities a whole lot easier, although when busy people don't tend to understand where to walk or cycle (wrong side of the road mostly or just plain dense walking down the middle of the cycle paths without a care in the world! But who am I to judge? They're on holiday too haha)The accommodation was ok, not facing onto a lake like we have had in previous years but as a base for us all it was more than adequate albeit a little dated now, but we do visit regularly so to a newcomer the accommodation would look great! Location wise everything is easily accessible by bike or walking and there is plenty for all to do!Staff wise, not a single complaint about any of the ones we dealt with, more than happy to help or assist, Katie in the nature centre behind the country club was excellent with my 10 year old whilst we wove willow, there was also the two young ladies who were manning the climbing wall in the u201cJardin Des Sportsu201d who helped with my eldest daughters fears too! Now the down side which is such a shame:.. HOW MUCH?! .. you'll find yourself saying to yourself quite a lot, we have come to expect it as we do love the place but it has gotten a bit out of hand now with the hikes in prices, bottle of beer in the sports bar you are looking at town prices at £5.50 a go! Food prices in the restaurants are quite ridiculous too, we have turned to bringing our own food to cook in the lodge, we would eat out from Starbucks or the Parc Mart at lunch but point blank refuse to pay for eating out at any of the on site restaurants.Apart from the prices of activities and food, we love Center Parcs, we may try one of the other ones though just for a change of scenery!Word of advice too... don't leave your food in the oven to cook either whilst you go off out! I may not be around to call someone the next time it happens to you and your lodge is full of smoke with the fire alarms blaring out!!",1.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,0.0,1.0,0.0
groupe_4,"This was the first time that my family and I have been to Centre Paris, upon arrival it was excellent getting checked in and into the park, the lodge was super clean and tidy, we unloaded parked our car and spend the rest of the week riding push bikes, the park was clean and tidy, loads to do for the kids and adults, I have to say it was one of the best holidays that I have ever had and will 100% be returning to the park.",1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0
groupe_4,Went for a action packed weeks adventure and found just that . Prices where fair but cost could mount up if you have a large family. However there are many things to do and see without any extra cost . Staff are fantastic all over the parc . Great stay ud83dudc4dud83cudffbud83dudc4dud83cudffbud83dudc4dud83cudffb,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,,0.0,
groupe_4,"We had a great holiday. Booked in for lots of activities, the woodland awakening was fantastic with a very knowledgable ranger followed by a coffee and a danish. We also did the owl experience, again very knowledgeable got up close to the owls and birds of prey. Swimming pool was brilliant. The lodge was clean and spacious, provided everything you would need. The wildlife would visit as we sat outside in the evenings. The staff are friendly and helpful, we also did rollerskating which was lots of fun! staff again assisted and chatted to us! We also sat with cocktails one evening and listened to live music in the main square which was brilliant. We would definitely go again.",1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,0.0,1.0,1.0
groupe_4,"This was our second visit to Elveden with our grandchildren aged 9 and 10. We stayed in a Maple 2 bedroomed lodge which was perfectly located and in walking distance of the shops, restaurants and splash world. The lodge whilst clean and tidy is a little dated but to be honest we only use it for sleeping as we are out all day. There is so much to do and the children wanted to spend most of the time in splash world. The rapids are brilliant fun as are the water slides and the cyclone. It's reassuring to see so many lifeguards keeping a lookout for any possible situations and they are all so attentive and friendly. Hucks has a brilliant all you can eat kids buffet - if you have fussy eaters it's perfect as they can pick and choose what they want. We had an amazing Indian meal so I would highly recommend this, it's one of the best I've eaten. Cafe rouge was quite busy and service was a little slow both with drinks and the food, but they were exceptionally busy. There are many activities and one thing I would recommend is to plan and book these. During our stay I wanted to go boating as we had done this the previous year and really enjoyed it. Unfortunately it was fully booked when I enquired but this was my fault for not booking in advance. The crazy golf was really enjoyable and whilst this was only 9 holes it's a really fun and enjoyable course. My husband and grandson completed the tree top challenge which included the zip wire across the lake. Both enjoyed the experience a great deal - it was all very safe and supported by friendly professional staff. I cannot wait to go back and will definitely return.",1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0
groupe_4,"We have visited many times but this was the first time with our family. We were so excited to show them around but we were so disappointed with the food. The foresters In was so bad we complained, they did give us 10% off but after checking he bill they had added 2 items that we didn't even have. The food was not edible so 10% was poor.",0.0,,0.0,,1.0,0.0,1.0,0.0,1.0,-1.0,0.0,
groupe_4,"First time for me at Centre Parcs,,, clean, very good set out, we had a chalet in maple which was really near the village so great for that , however had to pay£50 for the privilege ,,, if you want to spend over a thousand pounds for 2 adults and 2 kids for 4 nights in school holidays, without food or any activities (apart from swimming) then this is a great place,, however if it's raining then it's not a great place as the only thing to do is pay for indoor activity's,,,Swimming pool is very good , very busy , and gets monotonous after you have been a few times.Come here with kids and plenty of cash and your in heaven, however I would not return here, id rather spend a few more pounds on a weeks all inclusive abroad with good weather,,,  and plenty of things to do and see.It's totally boring in the evenings as there is a cheesy kids disco and not a whole lot more,,yes your sitting in a Forrest in the middle of no where , but watching tv,,, Nice place but not for me .",0.0,,1.0,0.0,1.0,-1.0,1.0,1.0,0.0,,1.0,1.0
groupe_4,"We've just returned from another wonderful weekend at center parcs Sherwood Forest! The kids have already got the post holiday blues and can't wait for next years adventures! Accommodation was great, staff were always smiling and couldn't o enough to help. A big THANK YOU to Debbie at Cafe Rouge, excellent service and went the extra mile to make our Sunday lunch just perfect! I asked for mint sauce and she nipped to fetch some from somewhere else as they didn't have any , thank you. All activities were thoroughly enjoyed, the instructors we had were all so good at making you feel at ease and confident. Couldn't have had a better time! Roll on next year!",1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,1.0
groupe_4,"We visited Sherwood Forrest and loved our holiday. It was such a calm peaceful place. We stayed in a four bedroom new executive lodge. The lodge was fantastic and there was plenty of space for all eight of us. We had everything we needed. Our children where aged 15,9,7,4,2 and there was plenty to do for all ages, even the adults. The activities where great. We hired bikes and I would certainly recommend taking or hiring a bike as this helps to get around much quicker. We did eat out and food was great everywhere we ate, but our favourites where Bella Italia and Hucks. The pancake house is great, but costly for breakfast, however great for a treat. The downside is it is expensive for how many days we stayed. We could only go during the summer school holidays, so we where tied to much higher lodge prices, which seems unfair. The swimming pool was good, but cold, much colder than we had expected.We will definitely go again though as all of us had a great time ",0.0,,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0
groupe_4,"I reviewed similar a year ago and have had an identical experience. We stayed at 38 Maple and bearing in mind this is end of August, the bedrooms stank of damp. I take it on the chin that it's expensive but my 2 boys (11&amp;8) love it so we came again. It's honestly not good enough Centre Parcs and all your comments of 95% occupancy will come back and bite you!! You guys know you have damp issues in some lodges so why let them out at full whack and not let us know? I would pay even more to guarantee a great lodge.PS done Whinfell loads of times and never had this problem.",1.0,-1.0,0.0,,1.0,0.0,1.0,1.0,0.0,,1.0,1.0
groupe_4,"We are just back from a Friday - Monday weekend break. We were a family of four with two girlfriends. We booked an executive chalet with three en suite bedrooms and a sauna. We were blessed with wall to wall sunshine so enjoyed cycling ( we brought own bikes) walking, canoeing ( we hired 3 x two man canoes) limited space on the lake but had fun racing each other!! We love swimming so enjoyed the swimming area including the slides and outdoor area. The only small downside is that there isn't a pool to swim lengths in - that's only because I like to do this!! There is a small pool which had lessons going on but it is rather a dingy dark area compared to the lovely light main area. The new ride being built (due to open 2019) does not affect the area. We booked Cafe Rouge for the birthday dinner on Saturday night- it was fantastic, the food, and the waiters (Judy, Yassar/ chef Paul ) were all great. They could not have done more. Champagne and a taster desert plate free for the birthday boy. Table was decorated with steamers and balloons. We went bowling for an hour after dinner with 2 for £5 cocktails, great fun. We enjoyed most of Sunday morning in the pool area then played badminton in the afternoon, had a sauna and ate a meal in and chilled out playing board games. The chalet was very quiet and despite the size of the park and amount of people there, it never felt too busy. ",0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
groupe_4,"Enjoyed this break so much we are going back next year , lots to do , restaurants good , something for everyone. The staff where all very helpful and polite , the tropical ud83cudfdd swimming pool kept the children busy for hours .loved it .",1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0
groupe_4,"We stayed i  the 4 bed executive lodge with 5 adults and 3 children.  The lodge was very spacious and had everything you could need in a kitchen.  Unfortunately there was a very noisy party close by that went on till the early hours.  We complained with guest services and was automaticaly given the number for security.     I was disappointed that I had to use this number the following night,   within 15 minutes all was quiet. This place is great for family's  with lots to do if you want pay for activitys but my lot spent hours in the pool or running around the forest which if free.",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,1.0
groupe_4,"Just come back from a lovely weekend break away at Elveden Centre Parcs Staff are all friendly and can't do enough to help you Clean and well matained facilities We booked activities and meals which is recommended as they are busy Recommend Hucks for an evening meal , they have an all you can eat buffet for kids which is well worth the money Highly recommended",1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0
groupe_4,"I had a four day break at Elveden Forest with my daughter, son-in-law and twoGrandsons aged 4 and 11 months. We allhad a fantastic holiday.  We didn't hire bikes but walked everywhere. Our lodge was lovely. It was clean and perfect for us. They provided new tea towels and cloths, although there was a dishwasher too if you wanted to use it. There was plenty of activities to do for all of us and although you have to pay extra for those except for the extremely large (which had three different areas depending on if you had a child or were a bit more adventurous) swimmingpool, it was well worth it. I was impressed by the fact that the shops on site were not over the top expensive as I thought they might be. We took some food with us but I wouldn't bother next time as, although more expensive than our local supermarkets, prices weren't extortionate. The gift shops and toy shops were good too and one shop in particular had a lot of 'pocket money' toys that could be purchased. There were a few Restaurants and we tried a couple. I thinkthis is the only thing that could be improved on. This was not a relaxing holiday for us though, but you could do as much or as least as you wanted to really. We did loads of the activities there and my four year old grandson loved them all as they were appropriate for his age. All in all I was pleasantly surprised at how much I enjoyed it, although the weather there was extremely hot when we went it was still extremely enjoysble. We all loved it and would definitely go again.",0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,1.0
groupe_4,"Even though it was busy, we had a great time. Staff were all friendly and helpful. The pool is great, plenty of activities to do. We had great weather too.I would give it 5 stars but it is expensive. This means however that the quality and service is excellent and overall we still think that it works out much cheaper than a decent quality holiday abroad.Thank you Center parc, see you again next year!",1.0,1.0,1.0,1.0,1.0,-1.0,0.0,,0.0,,0.0,
groupe_4,"Oh dear-were do i start?No Center Parcs cannot be responsible for the heatwave, but not being able to fully open windows&amp;having stupid thin curtains hardly helps matters!Our Villa was dated, dirty and in need of a deep clean and re-furb. We kept the curtains closed during our stay to try&amp;stay cooler, on leaving we opened them to find the bedrooms full of cobwebs. On stripping the bed our duvet had blood stains on it, TOTALLY UNACCEPTABLE&amp;DISGUSTING, this is not a one off as last year we had a urine soaked mattress to contend with.Your cleaning standards are slipping yet your prices keep increasing??£5.95 for a small portion of chicken strips with no chips, nearly £20 for a pimms, pint&amp;2 J20sHucks was lovely but a rip off, the kids loved the stay but we couldn't wait to get home.Be prepared to wait 2 hours in your car just to get out of the car park on changeover day-total chaos!ALL IN ALL DISAPPOINTING AND DIRTY, why don't you listen to your customers CP? most reviews mention dirty villas&amp;high prices",1.0,-1.0,0.0,,1.0,-1.0,1.0,-1.0,0.0,,1.0,-1.0
groupe_4,"Everything you need.Clean,comfortable,2 toilets  but mainly the feeling of not being surrounded by anyone else.,in the secluded woods.Four children ranging from 8 to 15 and they all had a great time, cycling everywhere ,enjoying archery, bowling,laser quest, golf,shooting the rapids,swimming,pool and even the quite grown up things to go on in the playground. Lovely meal in Hucksters and lazing on the sand.We all went home completely shattered but looking forward to Elveden next year.Thank you for a lovely break.",0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0
groupe_4,"I've been too most of the sites both here and in Belgium and Holland.But Sherwood is by far the worst.   The Pool is old,stained and tired. Insufficient changing rooms during a busy weekend and a building site as the backdrop does not help.  The toddler area was small and poor.   The sports plaza had a leaky roof so buckets were strategically placed to capture the rain outside.    The lift to the badminton courts was not working due to the leaks, and there was no way to get down onto those areas without using stairs.   So carrying our pushchairs was the only option!   No ramp in sight.  The previous occupant's towels and bed linen were left outside our lodge, we did collect the bundle up and placed in the green empty bags.     Finally being removed Saturday evening.   Sherwood looks old, tired and in need of updating.",1.0,-1.0,1.0,-1.0,0.0,,1.0,-1.0,0.0,,1.0,-1.0
groupe_4,"Went with a 6 and 9 year old, Mon-Fri and stayed in their cheapest 2 bed room woodland lodges which in the last week of August cost £979(ish). Same accommodation in a random week in May is circa £379 so paying a premium for the privilege of school holidays!Pros: Our experience of the staff was fantastic, everyone was extremely friendly and really made you feel welcome. Particularly the staff at the Pancake House and Jardin Des Sport. If it wasn't for them, this would be a 2 star review.Great for kids that like to keep busy, even if its just long cycles around the parc grounds.A huge variety of things to do and suits most ages.Cons: It is EXPENSIVE! As great as it is to have many activities under one roof, they are substantially more expensive than doing them outside of Centre Parcs; the tree trekking adventure which was over in 15 mins cost £25, whereas Go Ape would be at least an hour for £20... The Indian restaurant was a deep disappointment. A £70 bill for 2 adults and 2 kids was unexpectedly costly, particularly as the 'spicy' dishes were actually just very sour... The pool was rammed. I mean really, really rammed. Best time to go is around 7pm. Its also a bit manky. Keep your flip flops on if you value your hygiene.Best place to eat: Cafe Rouge or The Sports Cafe. Opt for the half portions at half the price, still very satisfying.Take your own sports equipment with you but be prepared to pay £10 for 45 mins of badmington (costs £7 at my local sports centre), £11 for 60 mins for a tennis court (£5 locally for us) and £6.50 for 60 mins of ping pong! Hmmm makes me wonder why we went...!Conclusion; been many times in the past but first time I felt truly mugged. Won't be going back, will go to abroad instead!",1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0
groupe_4,"We had 2 lodges next to each other but although I was told that we could get from one to the other via a path, when I booked,  this wasn't the case as the brambles were so overgrown you could hardly see the other lodge. We had to go up to the road, along the road and down to the other lodge. This completely defeated the object of paying for 2 adjacent lodges, and was problematic for the children.Lodge 125 had a permanent musty, damp smell. Lodge 130 had problems with the towel rail in so much as the thermostat wouldn't go above 23* so the rail wouldn't come on. Consequently the towels were wet all the time. Although a maintenance man came to look at the boiler he hadn't the correct tools and said he  would come back, but never appeared again!The pans were dirty and had to be washed before we could use them and the measuring jug was broken at the spout. Surely all this should have been checked before we arrived. Overall the lodges needed a deep clean. The staff around the site were however always pleasant and helpful.",1.0,0.0,0.0,,0.0,,1.0,0.0,0.0,,1.0,-1.0
groupe_4,"Fantastic holiday brilliant facility's and executive lodges are beautiful and fully equipped with pots and pans and games etc Xbox controls are £100 to hire so worth taking your own! Kids had an amazing time. Bikes are definitely needed if staying in pine. If your a smoker take plenty with you as the cheapest packet to buy is £11.50 and ASDA is a good half an hour bike ride away, the swimming pool is brilliant but the water is very cold. Foresters inn is not that great but Bella Italian and hucks are amazing but it's all very expensive to eat out. more expensive than going abroad, especially with activity's it works out a very expensive holiday, pancake house is ok but again very over priced. Probably won't return in a hurry as we have been all inclusive abroad for cheaper and longer but still had an amazing time. Mini trek for little ones is brilliant as is the Ariel adventure for older ones but again it's all very pricey. ",0.0,,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,,1.0,1.0
